Jobkey,Jobtitle,Company,City,State,Country,FormattedLocation,Date,Snippet,URL,Latitude,Longitude,FormattedRelativeTime
83b9312f07253bc6,Data Scientist,King.com,London,ENG,GB,London,"Thu, 08 Jun 2017 22:00:59 GMT",We are looking for a talented and creative Data Scientist interested in pushing the boundaries of mobile games analytics and advertising performance....,http://www.indeed.co.uk/viewjob?jk=83b9312f07253bc6&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnfg_Vo3vd1wIU_DJEgE74VKptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeolikb8khev6,51.51099,-0.087912,2 days ago
3ed6082b86719e7d,Data Scientist,Careerwise UK Ltd,London,ENG,GB,London,"Thu, 08 Jun 2017 17:15:11 GMT",My Client is a large IT Consultancy and are currently looking for a Data Scientist to join their London based team....,http://www.indeed.co.uk/viewjob?jk=3ed6082b86719e7d&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnfg_Vo3vd1wIU_DJEgE74VKptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeolikb8khev6,51.51099,-0.087912,2 days ago
225fb6aaf62e233b,Data Scientist,Wipro Limited,,ENG,GB,Greater London,"Fri, 02 Jun 2017 20:29:23 GMT","WD Data Scientists help our clients discover the information hidden in vast amounts of data, and help them to make smarter decisions to deliver better products...",http://www.indeed.co.uk/viewjob?jk=225fb6aaf62e233b&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnfg_Vo3vd1wIU_DJEgE74VKptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeolikb8khev6,51.497253,-0.120879,8 days ago
c8e0b6dfd5d19085,Data Scientist,Vodafone,London,ENG,GB,London W2,"Wed, 31 May 2017 20:24:03 GMT",We are looking for an experience Data Scientist to work closely with the Lead Data Scientist to explore local OpCo Big Data Analytics opportunities as well as...,http://www.indeed.co.uk/viewjob?jk=c8e0b6dfd5d19085&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnfg_Vo3vd1wIU_DJEgE74VKptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeolikb8khev6,51.508244,-0.181319,10 days ago
06def184ba1cf764,Data Scientist,Sainsburys,London,ENG,GB,London,"Wed, 07 Jun 2017 15:19:34 GMT","Raise awareness of Data Science in Sainsbury’s and our data community. Curiosity, scepticism and attention to detail regarding data, data quality, samples, bias...",http://www.indeed.co.uk/viewjob?jk=06def184ba1cf764&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnfg_Vo3vd1wIU_DJEgE74VKptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeolikb8khev6,51.51099,-0.087912,3 days ago
42cc03457abb0d25,Junior Data Scientist - London- £45k-£60K + Benefits,Maclean Moore Ltd,London,ENG,GB,London,"Fri, 09 Jun 2017 20:49:00 GMT","Junior Data Scientist. Junior Data Scientist, Data scientist, data science, data, digital marketing, technology, data driven marketing, analysis, python, SQL,...",http://www.indeed.co.uk/viewjob?jk=42cc03457abb0d25&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnXrfraT3n304NT7HDAyQFsCptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeopfd1c0v1sr,51.51099,-0.087912,1 day ago
f93d055ca3aa385b,Data Scientist,BP,East London,ENG,GB,East London,"Tue, 30 May 2017 01:31:01 GMT","This includes geospatial time series data, financial forecast data, and unstructured data sources unique to BP, processed on our cloud-based data processing...",http://www.indeed.co.uk/viewjob?jk=f93d055ca3aa385b&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnXrfraT3n304NT7HDAyQFsCptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeopfd1c0v1sr,51.521976,-0.038462,12 days ago
9f688df546613280,Healthcare Data Scientist,Philips,Cambridge,ENG,GB,Cambridge,"Thu, 30 Mar 2017 20:26:47 GMT",Our Healthcare data analytics team focuses on innovative ways to extract new meaningful and actionable insights from data (Big Data)....,http://www.indeed.co.uk/viewjob?jk=9f688df546613280&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnXrfraT3n304NT7HDAyQFsCptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeopfd1c0v1sr,52.197803,0.115385,30+ days ago
1ca7e15116af6909,Data Scientist,British Red Cross,London,ENG,GB,London,"Mon, 05 Jun 2017 12:51:17 GMT",The Data Scientist will work with colleagues in the Innovation &amp; Insight department to embed data science as a key component of the evidence led approach to UK...,http://www.indeed.co.uk/viewjob?jk=1ca7e15116af6909&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnXrfraT3n304NT7HDAyQFsCptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeopfd1c0v1sr,51.51099,-0.087912,5 days ago
4e4bc1bffbe29649,Junior Data Scientist,Forward3D,London,ENG,GB,London,"Sat, 13 May 2017 07:41:22 GMT",Project managing Data Science &amp; Advanced Analytics work:. Completion of data analysis pieces against briefs and business requirements....,http://www.indeed.co.uk/viewjob?jk=4e4bc1bffbe29649&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnXrfraT3n304NT7HDAyQFsCptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeopfd1c0v1sr,51.51099,-0.087912,29 days ago
